OP | REF | HYP
SUB | there's | is
OK | a | a
SUB | 7 | seven
OK | on | on
OK | the | the
OK | other | other
SUB | doing | doin'
OK | that | that
SUB | task | half
OK | was | was
DEL | hard | ****
DEL | but | ****
SUB | when | part
SUB | i | what
SUB | showed | wish
OK | you | you
SUB | that | to
SUB | it | vanity
SUB | was | structural
SUB | structurally | we
OK | identical | identical
OK | to | to
OK | another | another
DEL | task | ****
DEL | the | ****
OK | task | task
SUB | of | pack
SUB | being | obtain
SUB | shown | show
SUB | four | war
OK | cards | cards
OK | which | which
OK | had | had
SUB | ages | each
SUB | and | is
OK | alcoholic | alcoholic
INS | **** | war
SUB | or | not
SUB | nonalcoholic | alcoholic
OK | drinks | drinks
OK | and | and
DEL | i | ****
SUB | asked | a
SUB | you | after
OK | which | which
OK | cards | cards
DEL | do | ****
OK | you | you
OK | need | need
DEL | to | ****
SUB | turn | and
OK | over | over
OK | to | to
OK | verify | verify
DEL | the | ****
SUB | truth | true
SUB | of | that
OK | if | if
OK | somebody | somebody
INS | **** | ii
OK | is | is
OK | drinking | drinking
OK | a | a
OK | beer | beer
OK | then | then
OK | she | she
OK | is | is
OK | over | over
DEL | 21 | ****
SUB | all | twenty
SUB | of | why
SUB | a | not
SUB | sudden | all
SUB | you | three
SUB | were | wiki
OK | able | able
OK | to | to
INS | **** | hundred
SUB | understand | stand
OK | the | the
OK | difficult | difficult
OK | problem | problem
SUB | in | you
SUB | light | like
SUB | of | all
OK | the | the
OK | problem | problem
OK | with | with
OK | respect | respect
INS | **** | in
OK | which | which
OK | you | you
INS | **** | hackett
SUB | had | i
SUB | traction | keep
SUB | epictetus | is
OK | points | points
SUB | out | not
OK | to | to
SUB | us | was
OK | that | that
OK | we | we
OK | have | have
DEL | a | ****
SUB | skill | don't
SUB | set | sack
OK | for | for
OK | letting | letting
OK | go | go
OK | we | we
OK | have | have
OK | a | a
OK | skill | skill
SUB | set | sacked
OK | for | for
SUB | psychological | the
SUB | distancing | logical
OK | we | we
DEL | have | ****
DEL | a | ****
SUB | skill | epictetus
SUB | set | that
OK | for | for
DEL | saying | ****
DEL | hah | ****
DEL | stuff | ****
SUB | happens | think
SUB | and | stop
SUB | it | happiness
SUB | doesn't | any
SUB | matter | document
SUB | and | i'm
OK | what | what
OK | he | he
SUB | suggests | figure
OK | we | we
OK | do | do
SUB | and | when
SUB | again | the
SUB | i'll | dental
OK | give | give
OK | an | an
OK | example | example
OK | of | of
OK | this | this
DEL | is | ****
OK | to | to
OK | learn | learn
SUB | how | not
OK | to | to
INS | **** | us
SUB | assimilate | simply
OK | the | the
SUB | things | think
OK | which | which
OK | we | we
OK | find | find
SUB | hard | are
OK | to | to
OK | let | let
SUB | go | the
SUB | of | wealth
OK | to | to
DEL | the | ****
SUB | things | think
OK | which | which
OK | we | we
OK | find | find
INS | **** | the
OK | easy | easy
SUB | to | collect
SUB | let | all
SUB | go | and
SUB | of | very
SUB | and | i
SUB | thereby | ebooks
SUB | exploit | like
SUB | this | his
OK | capacity | capacity
OK | that | that
OK | we | we
OK | have | have
OK | for | for
INS | **** | metaphor
SUB | metaphoric | it
OK | understanding | understanding
INS | **** | what
SUB | finally | they
OK | in | in
SUB | this | is
SUB | category | categories
OK | epictetus | epictetus
SUB | points | concepts
SUB | out | in
SUB | the | pp
SUB | importance | ah
SUB | of | habitually
SUB | habituating | be
SUB | yourself | are
SUB | to | soft
OK | the | the
INS | **** | in
INS | **** | added
SUB | inevitability | ability
OK | of | of
SUB | loss | lost
OK | here's | here's
OK | some | some
OK | bad | bad
OK | news | news
OK | for | for
OK | all | all
OK | of | of
INS | **** | you
OK | you | you
SUB | you're | work
SUB | going | when
OK | to | to
OK | die | die
INS | **** | shall
INS | **** | the
SUB | shelly | to
SUB | kagan | in
OK | has | has
INS | **** | the
INS | **** | need
SUB | an | prior
SUB | entire | for
SUB | course | ce
OK | about | about
OK | this | this
OK | about | about
OK | coming | coming
OK | to | to
OK | terms | terms
INS | **** | we
SUB | with | it
SUB | this | these
OK | inevitable | inevitable
OK | fact | fact
OK | about | about
OK | human | human
OK | existence | existence
OK | but | but
OK | epictetus | epictetus
SUB | suggests | secure
SUB | that | http
SUB | by | why
SUB | taking | own
SUB | this | is
OK | on | on
OK | board | board
OK | profoundly | profoundly
OK | in | in
OK | a | a
OK | way | way
OK | that | that
INS | **** | the
INS | **** | facts
SUB | affects | to
OK | you | you
OK | not | not
OK | just | just
DEL | at | ****
OK | the | the
SUB | level | latin
SUB | of | love
SUB | being | the
OK | able | able
OK | to | to
SUB | utter | under
SUB | the | that
SUB | words | works
SUB | i | i've
OK | will | will
OK | die | die
SUB | someday | some
SUB | but | day
SUB | at | but
OK | the | the
OK | level | level
OK | of | of
SUB | really | we
SUB | habituating | lead
SUB | it | habitually
OK | to | to
INS | **** | you
SUB | your | or
OK | relations | relations
OK | to | to
OK | things | things
DEL | all | ****
SUB | of | oh
SUB | a | seven
SUB | sudden | own
OK | things | things
OK | that | that
OK | seemed | seemed
INS | **** | incredible
SUB | incredibly | ii
OK | important | important
INS | **** | move
SUB | loom | last
SUB | less | of
SUB | so | for
SUB | finally | they
OK | epictetus | epictetus
INS | **** | a
OK | points | points
OK | out | out
OK | the | the
OK | importance | importance
OK | if | if
SUB | you're | you
SUB | going | points
SUB | to | you
SUB | act | mean
SUB | in | way
SUB | ways | use
OK | that | that
SUB | run | mind
SUB | counter | pp
SUB | to | through
OK | the | the
SUB | norms | norm
SUB | of | ce
OK | your | your
OK | culture | culture
INS | **** | you
INS | **** | what
SUB | the | some
SUB | importance | you
SUB | of | latin
SUB | realizing | the
SUB | that | to
SUB | you're | points
SUB | going | that
SUB | to | nay
SUB | get | keep
SUB | negative | its
OK | social | social
OK | feedback | feedback
OK | so | so
INS | **** | pow
INS | **** | could
SUB | passage | to
SUB | after | active
SUB | passage | africans
OK | describes | describes
OK | the | the
OK | importance | importance
INS | **** | all
INS | **** | the
SUB | of | reasons
SUB | resisting | things
OK | social | social
OK | pressure | pressure
OK | when | when
OK | people | people
OK | say | say
SUB | of | are
OK | you | you
OK | you | you
SUB | aren't | are
OK | seeking | seeking
DEL | honor | ****
SUB | and | honoring
SUB | glory | gloria
OK | you | you
OK | must | must
OK | be | be
OK | a | a
OK | loser | loser
OK | epictetus | epictetus
SUB | says | sense
SUB | let | lack
SUB | them | dan
SUB | say | face
SUB | so | now
SUB | and | an
SUB | care | are
OK | not | not
OK | what | what
OK | they | they
OK | say | say
OK | about | about
SUB | you | to
OK | and | and
SUB | as | at
SUB | i | that
OK | point | point
SUB | out | how
SUB | here | year
SUB | there | they
OK | are | are
OK | almost | almost
INS | **** | gifts
SUB | fifteen | mean
OK | passages | passages
OK | that | that
INS | **** | five
INS | **** | john
SUB | identify | to
SUB | this | what
SUB | strategy | in
SUB | finally | the
SUB | epictetus | key
SUB | gives | give
OK | you | you
OK | a | a
OK | kind | kind
DEL | of | ****
DEL | trick | ****
OK | a | a
SUB | persona | trick
SUB | that | so
SUB | he | they
SUB | wants | once
OK | you | you
OK | to | to
INS | **** | call
SUB | cultivate | to
SUB | you're | the
SUB | supposed | most
OK | to | to
OK | be | be
DEL | a | ****
OK | kind | kind
OK | of | of
OK | silent | silent
DEL | type | ****
SUB | people | able
OK | say | say
SUB | stuff | stop
OK | and | and
OK | you | you
OK | just | just
OK | calmly | calmly
SUB | don't | the
OK | respond | respond
DEL | chapter | ****
DEL | 2 | ****
DEL | how | ****
DEL | to | ****
DEL | detach | ****
DEL | from | ****
DEL | things | ****
DEL | 00 | ****
DEL | 15 | ****
DEL | 33 | ****
SUB | so | style
OK | this | this
OK | strategy | strategy
OK | that | that
OK | he's | he's
OK | presenting | presenting
OK | to | to
DEL | us | ****
DEL | has | ****
SUB | these | as
SUB | three | to
SUB | main | remain
OK | parts | parts
DEL | and | ****
SUB | what | am
OK | i | i
DEL | want | ****
DEL | to | ****
DEL | do | ****
SUB | in | doing
OK | the | the
OK | next | next
DEL | bit | ****
SUB | of | called
OK | lecture | lecture
OK | is | is
OK | to | to
OK | run | run
OK | through | through
OK | some | some
SUB | specific | ce
OK | examples | examples
DEL | of | ****
SUB | this | obvious
OK | looking | looking
OK | first | first
OK | at | at
INS | **** | epictetus
SUB | epictetus's | is
SUB | text | tax
SUB | quoting | according
SUB | it | interact
SUB | directly | week
OK | and | and
OK | then | then
INS | **** | yes
SUB | suggesting | things
OK | some | some
OK | contemporary | contemporary
SUB | analogues | and
SUB | for | was
SUB | what | the
SUB | it | white
SUB | is | these
OK | that | that
OK | epictetus | epictetus
OK | is | is
OK | talking | talking
OK | about | about
OK | so | so
INS | **** | they
INS | **** | don't
INS | **** | care
SUB | the | graf
SUB | opening | that
SUB | paragraph | the
SUB | of | key
SUB | epictetus's | says
OK | handbook | handbook
INS | **** | the
OK | is | is
OK | one | one
OK | of | of
OK | the | the
OK | most | most
OK | famous | famous
SUB | bits | all
SUB | of | pp
OK | philosophical | philosophical
OK | writing | writing
OK | in | in
OK | the | the
OK | western | western
OK | tradition | tradition
OK | of | of
OK | the | the
OK | last | last
SUB | 2000 | two
SUB | years | thousand
SUB | it | year
SUB | begins | ce
SUB | as | he
SUB | follows | can
SUB | some | sense
SUB | things | olive
SUB | are | something
SUB | up | interact
OK | to | to
DEL | us | ****
SUB | and | laugh
OK | some | some
OK | things | things
OK | are | are
OK | not | not
INS | **** | act
SUB | up | last
SUB | to | are
SUB | us | up
SUB | our | do
SUB | opinions | year
SUB | are | accept
SUB | up | hence
SUB | to | and
SUB | us | are
SUB | and | you
SUB | our | false
SUB | impulses | is
OK | our | our
OK | desires | desires
SUB | our | are
SUB | aversions | versions
OK | in | in
OK | short | short
OK | whatever | whatever
OK | is | is
OK | our | our
DEL | own | ****
SUB | doing | only
SUB | but | during
SUB | our | i'm
SUB | bodies | not
OK | are | are
OK | not | not
OK | up | up
SUB | to | last
SUB | us | any
SUB | that | is
SUB | is | the
OK | the | the
SUB | physical | coal
SUB | parts | gods
SUB | of | nor
SUB | ourselves | are
SUB | nor | can
SUB | our | it
SUB | possessions | is
OK | our | our
INS | **** | reputation
SUB | reputations | is
OK | our | our
OK | public | public
INS | **** | office
INS | **** | the
SUB | offices | is
OK | whatever | whatever
INS | **** | it
SUB | is | these
OK | not | not
OK | our | our
SUB | own | endure
SUB | doing | read
OK | now | now
DEL | he's | ****
DEL | going | ****
SUB | to | his
SUB | go | canada
SUB | on | one
SUB | and | in
SUB | point | points
OK | out | out
OK | a | a
OK | mistake | mistake
OK | you | you
OK | can | can
OK | make | make
OK | the | the
INS | **** | finn
SUB | things | i
SUB | that | twice
OK | are | are
INS | **** | by
INS | **** | nature
INS | **** | of
INS | **** | read
SUB | up | a
SUB | to | and
SUB | us | hundred
SUB | are | and
SUB | by | i
SUB | nature | mean
SUB | free | bce
SUB | unhindered | need
SUB | and | in
SUB | unimpeded | where
SUB | whereas | as
OK | the | the
OK | things | things
OK | that | that
OK | are | are
OK | not | not
OK | up | up
SUB | to | wise
SUB | us | and
SUB | are | that
SUB | naturally | means
SUB | enslaved | blade
SUB | hindered | hundred
OK | and | and
OK | not | not
SUB | our | are
SUB | own | who
SUB | but | what
SUB | if | do
OK | you | you
OK | think | think
OK | that | that
OK | things | things
OK | that | that
OK | are | are
OK | naturally | naturally
INS | **** | in
SUB | enslaved | ce
SUB | things | late
OK | that | that
OK | are | are
OK | not | not
OK | up | up
SUB | to | see
OK | you | you
OK | are | are
INS | **** | up
OK | your | your
OK | own | own
OK | if | if
OK | you | you
OK | think | think
SUB | things | think
OK | naturally | naturally
INS | **** | in
SUB | enslaved | slater
SUB | are | of
OK | free | free
INS | **** | ii
SUB | or | with
SUB | that | at
OK | things | things
OK | that | that
OK | are | are
OK | not | not
OK | your | your
OK | own | own
OK | are | are
OK | your | your
SUB | own | who
OK | you | you
OK | will | will
OK | be | be
INS | **** | from
INS | **** | what
SUB | thwarted | if
OK | miserable | miserable
INS | **** | up
SUB | upset | sack
OK | and | and
OK | walking | walking
INS | **** | round
INS | **** | is
SUB | around | made
SUB | blaming | in
OK | the | the
OK | world | world
OK | for | for
OK | everything | everything
SUB | that's | that
OK | going | going
OK | wrong | wrong
OK | with | with
INS | **** | the
SUB | you | midst
SUB | the | think
SUB | mistake | ah
SUB | of | you
SUB | confusing | think
OK | that | that
OK | over | over
OK | which | which
OK | you | you
SUB | have | hackett
SUB | control | troll
OK | and | and
OK | that | that
OK | over | over
OK | which | which
OK | you | you
OK | lack | lack
SUB | control | for
SUB | leads | need
OK | to | to
INS | **** | what
INS | **** | a
INS | **** | be
INS | **** | up
SUB | thwarted | ce
SUB | upset | that
OK | miserable | miserable
SUB | blamingness | relating
SUB | by | s
SUB | contrast | i
SUB | keeping | trafficking
OK | these | these
OK | categories | categories
SUB | straight | late
OK | brings | brings
OK | the | the
INS | **** | great
SUB | greatest | is
SUB | prize | cries
SUB | if | iv
OK | you | you
OK | think | think
SUB | that | the
OK | only | only
OK | what | what
OK | is | is
INS | **** | in
SUB | yours | worry
SUB | is | says
SUB | yours | you
SUB | and | works
SUB | that | annette
OK | what | what
OK | is | is
OK | not | not
OK | your | your
OK | own | own
SUB | is | these
OK | not | not
OK | your | your
OK | own | own
SUB | then | i
OK | no | no
DEL | one | ****
SUB | will | never
SUB | ever | a
SUB | coerce | worse
OK | you | you
OK | no | no
OK | one | one
OK | will | will
OK | ever | ever
DEL | hinder | ****
SUB | you | endure
SUB | you | ii
OK | will | will
OK | blame | blame
OK | no | no
SUB | one | mind
OK | you | you
OK | will | will
INS | **** | a
OK | not | not
SUB | accuse | use
SUB | anyone | any
SUB | you | when
SUB | will | you
OK | do | do
OK | not | not
SUB | a | us
OK | single | single
OK | thing | thing
INS | **** | and
INS | **** | willingly
SUB | unwillingly | it
OK | because | because
SUB | the | think
SUB | only | oh
OK | things | things
OK | over | over
DEL | which | ****
SUB | you | weak
SUB | seek | use
SUB | to | hackett
SUB | have | fall
SUB | control | what
OK | are | are
OK | the | the
OK | things | things
OK | over | over
OK | which | which
OK | you | you
OK | actually | actually
SUB | do | to
OK | have | have
OK | control | control
DEL | and | ****
SUB | as | i
SUB | a | the
SUB | consequence | quentin
SUB | no | don't
SUB | one | think
SUB | can | or
SUB | coerce | ce
OK | you | you
OK | because | because
SUB | you're | your
OK | only | only
SUB | concerned | concern
OK | about | about
OK | the | the
OK | things | things
OK | that | that
OK | are | are
OK | up | up
SUB | to | the
OK | you | you
OK | no | no
OK | one | one
OK | can | can
SUB | hinder | hear
OK | you | you
INS | **** | b
SUB | because | consul
OK | nobody | nobody
OK | can | can
OK | get | get
OK | in | in
SUB | the | a
OK | way | way
INS | **** | at
SUB | of | all
OK | the | the
OK | things | things
OK | that | that
OK | are | are
DEL | up | ****
DEL | to | ****
DEL | you | ****
OK | now | now
DEL | any | ****
SUB | of | do
OK | you | you
OK | who | who
OK | has | has
OK | experience | experience
OK | with | with
OK | a | a
SUB | friend | frannie
OK | or | or
OK | relative | relative
DEL | or | ****
SUB | an | born
OK | acquaintance | acquaintance
OK | who | who
OK | has | has
OK | taken | taken
OK | part | part
INS | **** | the
OK | in | in
OK | one | one
SUB | of | all
OK | the | the
OK | many | many
OK | contemporary | contemporary
OK | versions | versions
DEL | of | ****
OK | epictetus | epictetus
OK | in | in
OK | the | the
DEL | form | ****
SUB | of | for
SUB | a | modest
SUB | self-help | not
SUB | program | progress
OK | knows | knows
OK | that | that
OK | at | at
OK | the | the
OK | heart | heart
OK | of | of
OK | the | the
OK | contemporary | contemporary
INS | **** | to
SUB | twelve-step | wealth
SUB | tradition | that
SUB | lies | lived
OK | a | a
SUB | version | versions
SUB | of | all
OK | this | this
INS | **** | at
INS | **** | pp
SUB | epictetan | what
SUB | thought | what
SUB | articulated | reading
SUB | in | purge
SUB | prayer | who
SUB | form | war
OK | most | most
OK | likely | likely
OK | first | first
INS | **** | i
SUB | by | reading
SUB | reinhold | would
SUB | niebuhr | need
OK | and | and
OK | that | that
OK | is | is
INS | **** | as
SUB | the | a
SUB | serenity | reading
SUB | prayer | for
OK | which | which
OK | you | you
OK | can | can
OK | find | find
OK | decorated | decorated
INS | **** | the
SUB | with | humming
SUB | hummingbirds | birds
OK | and | and
INS | **** | yeah
INS | **** | fidel
SUB | daffodils | ce
OK | god | god
OK | grant | grant
SUB | me | the
OK | the | the
OK | serenity | serenity
OK | to | to
OK | accept | accept
OK | the | the
OK | things | things
OK | i | i
INS | **** | can
SUB | cannot | next
SUB | change | changed
OK | courage | courage
OK | to | to
OK | change | change
OK | the | the
OK | things | things
INS | **** | that
SUB | i | http
SUB | can't | en
OK | and | and
OK | wisdom | wisdom
OK | to | to
OK | know | know
OK | the | the
OK | difference | difference
OK | if | if
OK | morning | morning
DEL | glories | ****
SUB | aren't | glorious
SUB | your | archer
OK | style | style
OK | you | you
OK | can | can
OK | find | find
OK | it | it
OK | decorated | decorated
DEL | with | ****
SUB | a | the
SUB | dog | all
OK | or | or
SUB | an | and
OK | angel | angel
OK | or | or
OK | a | a
OK | young | young
OK | child | child
OK | you | you
OK | can | can
OK | find | find
OK | it | it
OK | on | on
OK | a | a
OK | bowl | bowl
SUB | or | own
OK | most | most
INS | **** | striking
SUB | strikingly | we
OK | you | you
OK | can | can
OK | find | find
INS | **** | the
INS | **** | how
SUB | it | can
SUB | tattooed | be
SUB | upon | hundred
SUB | your | are
SUB | arm | are
SUB | or | for
OK | your | your
SUB | thigh | style
SUB | or | war
OK | your | your
OK | side | side
INS | **** | still
SUB | so | do
SUB | clearly | you
SUB | there | very
SUB | is | these
SUB | something | think
SUB | in | he
SUB | the | in
SUB | epictetan | yet
SUB | picture | next
SUB | that | need
SUB | speaks | is
SUB | to | tomb
OK | the | the
OK | contemporary | contemporary
OK | mind | mind
SUB | and | i
SUB | speaks | think
SUB | to | ce
SUB | it | to
SUB | in | mccain
SUB | a | own
OK | way | way
OK | that | that
OK | when | when
OK | i | i
DEL | did | ****
SUB | a | good
SUB | google | and
SUB | image | will
SUB | search | indicates
OK | for | for
OK | serenity | serenity
OK | prayer | prayer
SUB | i | i've
OK | found | found
INS | **** | how
SUB | thousands | does
OK | and | and
OK | thousands | thousands
OK | of | of
OK | images | images
OK | like | like
OK | this | this
INS | **** | he
OK | in | in
OK | any | any
OK | language | language
OK | you | you
OK | can | can
OK | think | think
SUB | of | up
OK | so | so
OK | this | this
INS | **** | i
SUB | idea | don't
OK | that | that
OK | we | we
OK | need | need
OK | to | to
INS | **** | does
INS | **** | think
SUB | distinguish | wish
OK | between | between
OK | things | things
OK | that | that
OK | we | we
OK | can | can
OK | change | change
SUB | and | in
OK | things | things
OK | that | that
SUB | we | would
SUB | can't | tear
OK | and | and
OK | that | that
DEL | an | ****
DEL | attitude | ****
DEL | of | ****
DEL | acceptance | ****
DEL | is | ****
DEL | what's | ****
DEL | appropriate | ****
DEL | towards | ****
DEL | things | ****
SUB | that | and
SUB | we | active
SUB | can't | ebooks
SUB | change | we're
SUB | whereas | think
SUB | an | how
SUB | attitude | document
SUB | of | called
OK | effort | effort
OK | is | is
INS | **** | what
SUB | what's | to
SUB | appropriate | preparatory
SUB | towards | bce
OK | things | things
OK | that | that
OK | we | we
OK | can | can
INS | **** | he
OK | is | is
OK | a | a
SUB | lesson | latin
OK | that | that
INS | **** | hackett
INS | **** | he
SUB | epictetus | gifts
OK | has | has
OK | offered | offered
OK | to | to
OK | the | the
OK | western | western
OK | tradition | tradition
OK | second | second
OK | example | example
OK | epictetus | epictetus
DEL | talks | ****
SUB | to | how
SUB | us | class
OK | about | about
OK | the | the
INS | **** | what
INS | **** | is
INS | **** | although
INS | **** | most
INS | **** | to
SUB | importance | make
SUB | of | a
SUB | emotional | nation
SUB | regulation | the
SUB | through | room
OK | anticipating | anticipating
OK | what | what
SUB | will | we'll
SUB | happen | in
SUB | to | cgsc
OK | you | you
OK | in | in
OK | a | a
OK | particular | particular
INS | **** | ce
SUB | setting | that
OK | so | so
OK | he | he
SUB | says | sat
SUB | suppose | oh
OK | you | you
OK | are | are
OK | going | going
OK | to | to
SUB | go | gold
SUB | to | tomb
OK | the | the
SUB | baths | bats
OK | when | when
OK | you | you
OK | are | are
DEL | about | ****
SUB | to | not
SUB | take | i
OK | some | some
OK | sort | sort
OK | of | of
OK | action | action
DEL | he | ****
SUB | says | seven
SUB | remind | that
OK | yourself | yourself
OK | what | what
OK | sort | sort
DEL | of | ****
DEL | action | ****
DEL | it | ****
SUB | is | active
SUB | you're | eadings
SUB | going | you
SUB | to | could
OK | take | take
OK | a | a
OK | bath | bath
SUB | put | what
SUB | before | hoa
OK | your | your
OK | mind | mind
OK | what | what
DEL | happens | ****
DEL | at | ****
DEL | baths | ****
DEL | there | ****
DEL | are | ****
SUB | people | happened
SUB | who | to
SUB | splash | have
SUB | there | less
SUB | are | their
OK | people | people
SUB | who | and
SUB | jostle | jonathan
SUB | there | pp
SUB | are | their
OK | people | people
DEL | who | ****
DEL | are | ****
DEL | insulting | ****
DEL | if | ****
SUB | you're | war
SUB | going | in
SUB | to | so
SUB | go | think
SUB | to | don't
SUB | the | v
OK | airport | airport
DEL | remember | ****
DEL | you're | ****
DEL | going | ****
DEL | to | ****
DEL | have | ****
DEL | to | ****
DEL | wait | ****
DEL | in | ****
SUB | a | what
SUB | long | jonathan
SUB | line | bleeding
SUB | if | along
SUB | you're | why
SUB | prepared | parrot
OK | for | for
OK | the | the
OK | fact | fact
DEL | that | ****
SUB | you're | each
SUB | going | in
SUB | to | is
SUB | be | reading
SUB | sitting | they
SUB | there | are
OK | needing | needing
OK | to | to
OK | wait | wait
OK | for | for
OK | your | your
INS | **** | take
SUB | ticket | it
OK | you | you
OK | can | can
INS | **** | a
INS | **** | jock
SUB | adjust | the
SUB | your | work
SUB | emotions | emotion
SUB | say | steady
OK | to | to
OK | yourself | yourself
DEL | i | ****
SUB | want | what
OK | to | to
OK | take | take
SUB | a | the
SUB | bath | back
OK | i | i
DEL | want | ****
SUB | to | what
SUB | go | are
SUB | to | the
SUB | the | up
SUB | airport | more
OK | i | i
SUB | want | whites
SUB | to | you
OK | walk | walk
SUB | across | up
SUB | the | lost
SUB | campus | to
OK | on | on
INS | **** | these
SUB | the | i
SUB | icy | c
SUB | sidewalks | ce
OK | i | i
INS | **** | not
INS | **** | oh
INS | **** | i'm
SUB | want | what
OK | to | to
OK | do | do
OK | so | so
INS | **** | be
OK | in | in
OK | a | a
OK | way | way
OK | that | that
SUB | keeps | as
SUB | my | much
SUB | choices | once
SUB | in | is
SUB | accord | enough
SUB | with | up
SUB | nature | word
SUB | if | do
OK | you | you
OK | appropriately | appropriately
OK | expect | expect
OK | things | things
OK | to | to
OK | be | be
DEL | as | ****
OK | they | they
OK | are | are
OK | then | then
DEL | you | ****
SUB | will | who
OK | not | not
OK | be | be
SUB | frustrated | plastic
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | walk | walk
OK | across | across
INS | **** | can
INS | **** | this
SUB | campus | is
SUB | it's | in
SUB | an | i
SUB | icy | sci
OK | day | day
INS | **** | i'm
SUB | i | real
SUB | realize | mind
OK | that | that
SUB | in | you
OK | walking | walking
OK | across | across
OK | campus | campus
OK | on | on
INS | **** | and
SUB | an | i
SUB | icy | sci
OK | day | day
OK | i'll | i'll
OK | need | need
SUB | to | kings
SUB | slide | lived
SUB | my | mind
SUB | feet | v
OK | rather | rather
OK | than | than
SUB | lift | with
OK | them | them
OK | that | that
INS | **** | who
SUB | which | each
OK | had | had
INS | **** | pp
OK | previously | previously
INS | **** | be
INS | **** | into
INS | **** | on
INS | **** | and
SUB | been | early
SUB | an | its
SUB | annoyance | i
SUB | comes | ce
OK | to | to
OK | be | be
DEL | a | ****
OK | fact | fact
OK | about | about
OK | the | the
OK | world | world
INS | **** | week
SUB | which | ii
OK | is | is
OK | not | not
OK | up | up
INS | **** | skim
INS | **** | the
SUB | to | think
SUB | me | are
SUB | and | equired
SUB | consequently | believed
OK | something | something
OK | which | which
OK | does | does
OK | not | not
SUB | perturb | herb
SUB | my | mind
OK | feeling | feeling
SUB | of | called
SUB | calm | called
SUB | third | very
SUB | thing | faint
OK | epictetus | epictetus
OK | suggests | suggests
SUB | we | you
SUB | do | you
SUB | is | see
OK | to | to
INS | **** | what
INS | **** | not
SUB | recognize | is
OK | that | that
OK | what | what
INS | **** | he
OK | is | is
SUB | upsetting | think
OK | to | to
SUB | us | os
OK | are | are
OK | not | not
OK | things | things
OK | that | that
INS | **** | happened
INS | **** | a
SUB | happen | what
SUB | but | not
SUB | rather | them
OK | our | our
OK | judgments | judgments
OK | about | about
OK | those | those
SUB | things | states
SUB | and | any
SUB | you'll | what
SUB | recall | oh
OK | when | when
OK | i | i
SUB | showed | shoot
OK | you | you
OK | that | that
INS | **** | in
INS | **** | the
SUB | image | give
OK | from | from
OK | the | the
OK | metropolitan | metropolitan
OK | museum | museum
SUB | of | called
SUB | socrates's | socrates
SUB | death | dat
OK | upon | upon
OK | drinking | drinking
OK | the | the
SUB | hemlock | handbook
OK | and | and
INS | **** | to
SUB | told | fooled
OK | you | you
OK | that | that
SUB | a | ah
SUB | death | yeah
SUB | done | john
OK | with | with
OK | nobility | nobility
SUB | recorded | recording
SUB | by | why
SUB | a | of
OK | good | good
INS | **** | key
INS | **** | are
SUB | pr | each
SUB | agent | it
OK | something | something
OK | true | true
INS | **** | a
SUB | both | list
OK | of | of
OK | socrates | socrates
OK | and | and
OK | of | of
SUB | a | carpenter
SUB | carpenter | bce
OK | from | from
INS | **** | nasa
INS | **** | written
SUB | nazareth | you
SUB | in | section
SUB | such | he
SUB | cases | says
OK | one | one
OK | can | can
INS | **** | third
INS | **** | i
SUB | serve | all
SUB | as | how
SUB | a | cgsc
SUB | touchstone | phil
OK | for | for
SUB | people's | people
SUB | thoughts | spots
OK | about | about
OK | how | how
OK | to | to
OK | deal | deal
INS | **** | we
SUB | with | a
OK | human | human
OK | life | life
OK | and | and
OK | its | its
INS | **** | indebted
INS | **** | the
SUB | inevitabilities | ladies
OK | so | so
OK | epictetus | epictetus
SUB | says | search
OK | what | what
SUB | upsets | think
OK | people | people
OK | are | are
OK | not | not
OK | things | things
OK | but | but
OK | their | their
OK | judgments | judgments
OK | about | about
OK | those | those
OK | things | things
OK | for | for
OK | example | example
INS | **** | yeah
INS | **** | pp
SUB | death | mean
SUB | in | its
SUB | itself | that
OK | he | he
INS | **** | sense
SUB | says | my
SUB | must | could
OK | be | be
OK | nothing | nothing
OK | dreadful | dreadful
SUB | for | who
SUB | if | it
SUB | it | who
SUB | were | are
OK | dreadful | dreadful
SUB | then | dan
OK | socrates | socrates
OK | the | the
OK | great | great
OK | wise | wise
OK | one | one
DEL | would | ****
SUB | have | what
SUB | felt | happened
SUB | it | to
OK | to | to
OK | be | be
OK | dreadful | dreadful
SUB | what's | what
SUB | scary | s
SUB | about | don't
SUB | death | about
SUB | says | jack
SUB | epictetus | not
SUB | is | decades
SUB | not | style
SUB | death | why
SUB | itself | does
SUB | what | and
SUB | is | like
SUB | dreadful | full
OK | about | about
SUB | death | gap
SUB | is | use
SUB | the | good
OK | judgment | judgment
OK | about | about
INS | **** | yeah
SUB | death | pp
OK | that | that
SUB | it | the
SUB | is | please
OK | dreadful | dreadful
OK | nothing | nothing
SUB | is | v
SUB | harmful | he
SUB | in | is
SUB | itself | harmful
SUB | it's | mean
SUB | up | its
SUB | to | its
SUB | you | ah
SUB | whether | true
OK | you | you
SUB | let | leather
SUB | it | united
OK | harm | harm
DEL | you | ****
OK | when | when
OK | you | you
OK | teach | teach
OK | your | your
OK | children | children
OK | not | not
OK | to | to
OK | be | be
SUB | upset | up
OK | by | by
OK | the | the
INS | **** | thought
SUB | thoughtless | list
SUB | taunts | wants
SUB | of | on
OK | their | their
OK | classmates | classmates
