OP	REF	HYP
OK	MAYBE	MAYBE
SUB	YOU'RE	YEAR
OK	CRAZY	CRAZY
OK	AND	AND
DEL	HOPE	****
SUB	TO	HOPES
OK	BECOME	BECOME
OK	LESS	LESS
OK	CRAZY	CRAZY
SUB	LAUGHER	BOB
OK	MAYBE	MAYBE
DEL	YOU	****
DEL	WANT	****
SUB	TO	ONE
SUB	LEARN	OR
SUB	HOW	NOT
SUB	TO	A
SUB	STUDY	STEADY
OK	BETTER	BETTER
OK	IMPROVE	IMPROVE
OK	YOUR	YOUR
OK	SEX	SEX
OK	LIFE	LIFE
INS	****	IN
INS	****	TRIP
SUB	INTERPRET	FOR
OK	YOUR	YOUR
OK	DREAMS	DREAMS
OK	AND	AND
SUB	WIN	WHEN
OK	FRIENDS	FRIENDS
OK	AND	AND
OK	INFLUENCE	INFLUENCE
OK	PEOPLE	PEOPLE
DEL	LAUGHER	****
OK	THOSE	THOSE
OK	ARE	ARE
OK	NOT	NOT
OK	NECESSARILY	NECESSARILY
SUB	BAD	BETTER
OK	REASONS	REASONS
OK	TO	TO
INS	****	FADE
SUB	TAKE	NOW
OK	THIS	THIS
OK	COURSE	COURSE
DEL	AND	****
SUB	WITH	AN
SUB	THE	OLD
SUB	EXCEPTION	EXCEPT
SUB	OF	FOR
OK	THE	THE
OK	SEX	SEX
OK	PART	PART
INS	****	BOB
OK	THIS	THIS
SUB	COURSE	WAS
OK	MIGHT	MIGHT
OK	ACTUALLY	ACTUALLY
OK	HELP	HELP
OK	YOU	YOU
OK	OUT	OUT
OK	WITH	WITH
OK	SOME	SOME
OK	OF	OF
OK	THESE	THESE
OK	THINGS	THINGS
DEL	THE	****
SUB	STUDY	PLENTY
OK	OF	OF
OK	SCIENTIFIC	SCIENTIFIC
OK	PSYCHOLOGY	PSYCHOLOGY
OK	HAS	HAS
OK	A	A
OK	LOT	LOT
OK	OF	OF
DEL	INSIGHTS	****
SUB	OF	INFLICT
OK	REAL	REAL
OK	WORLD	WORLD
SUB	RELEVANCE	RELEVANT
SUB	TO	THE
OK	REAL	REAL
OK	PROBLEMS	PROBLEMS
OK	THAT	THAT
OK	WE	WE
OK	FACE	FACE
DEL	IN	****
SUB	OUR	THEIR
OK	EVERYDAY	EVERYDAY
OK	LIVES	LIVES
OK	AND	AND
DEL	I'M	****
SUB	GOING	I
SUB	TO	WOULD
OK	TRY	TRY
DEL	AND	****
DEL	WHEN	****
DEL	THESE	****
DEL	ISSUES	****
DEL	COME	****
DEL	UP	****
DEL	I'M	****
DEL	GOING	****
OK	TO	TO
SUB	TRY	MONIES
SUB	TO	ISSUES
SUB	STRESS	COMPLEMENT
SUB	THEM	FIGHTERS
OK	AND	AND
SUB	MAKE	AND
SUB	YOU	AND
SUB	TRY	A
SUB	TO	HUGE
SUB	THINK	WHETHER
SUB	ABOUT	FAKE
SUB	THE	BUT
SUB	EXTENT	IT'S
OK	TO	TO
OK	WHICH	WHICH
OK	THE	THE
OK	LABORATORY	LABORATORY
OK	RESEARCH	RESEARCH
DEL	I'LL	****
SUB	BE	UP
OK	TALKING	TALKING
OK	ABOUT	ABOUT
OK	CAN	CAN
OK	AFFECT	AFFECT
OK	YOUR	YOUR
OK	EVERYDAY	EVERYDAY
OK	LIFE	LIFE
DEL	HOW	****
SUB	YOU	I'M
SUB	STUDY	STARVING
OK	HOW	HOW
OK	YOU	YOU
OK	INTERACT	INTERACT
DEL	WITH	****
OK	PEOPLE	PEOPLE
OK	HOW	HOW
OK	YOU	YOU
OK	MIGHT	MIGHT
DEL	TRY	****
SUB	TO	HAVE
OK	PERSUADE	PERSUADE
OK	SOMEBODY	SOMEBODY
DEL	OF	****
OK	SOMETHING	SOMETHING
OK	ELSE	ELSE
OK	WHAT	WHAT
OK	SORT	SORT
OK	OF	OF
OK	THERAPY	THERAPY
SUB	WORKS	WHAT'S
OK	BEST	BEST
OK	FOR	FOR
OK	YOU	YOU
INS	****	BOB
OK	BUT	BUT
OK	THE	THE
OK	GENERAL	GENERAL
DEL	GOALS	****
SUB	OF	PULLS
SUB	THIS	A
SUB	COURSE	VISIT
OK	ARE	ARE
OK	ACTUALLY	ACTUALLY
OK	I	I
OK	THINK	THINK
OK	EVEN	EVEN
OK	MORE	MORE
OK	INTERESTING	INTERESTING
OK	THAN	THAN
OK	THAT	THAT
OK	WHAT	WHAT
OK	I	I
DEL	WANT	****
DEL	TO	****
DEL	DO	****
SUB	IS	WANTED
SUB	PROVIDE	IT
SUB	A	PROVIDED
OK	STATE	STATE
OK	OF	OF
DEL	THE	****
SUB	ART	OUR
OK	INTRODUCTION	INTRODUCTION
DEL	TO	****
OK	THE	THE
OK	MOST	MOST
OK	IMPORTANT	IMPORTANT
OK	TOPIC	TOPIC
SUB	THAT	THERE
SUB	THERE	IT'S
SUB	IS	AH
SUB	US	OUTS
SUB	HOW	BY
OK	THE	THE
OK	HUMAN	HUMAN
OK	MIND	MIND
OK	WORKS	WORKS
OK	HOW	HOW
OK	WE	WE
OK	THINK	THINK
OK	WHAT	WHAT
OK	MAKES	MAKES
OK	US	US
SUB	WHAT	WHILE
OK	WE	WE
OK	ARE	ARE
DEL	AND	****
DEL	WE'LL	****
DEL	BE	****
SUB	APPROACHING	BUT
SUB	THIS	WE
SUB	FROM	APPROACH
SUB	A	IS
SUB	RANGE	MORE
SUB	OF	RANGER
SUB	DIRECTIONS	DIRECTION
SUB	SO	TO
OK	TRADITIONALLY	TRADITIONALLY
OK	PSYCHOLOGY	PSYCHOLOGY
OK	IS	IS
OK	OFTEN	OFTEN
OK	BROKEN	BROKEN
OK	UP	UP
DEL	INTO	****
OK	THE	THE
OK	FOLLOWING	FOLLOWING
INS	****	YOU
INS	****	GET
OK	INTO	INTO
INS	****	FINE
INS	****	SIBERIA
SUB	FIVE	IS
SUB	SUB-AREAS	EURO
SUB	NEUROSCIENCE	SCIENCE
OK	WHICH	WHICH
OK	IS	IS
DEL	THE	****
SUB	STUDY	THIRTY
OK	OF	OF
OK	THE	THE
SUB	MIND	MINE
SUB	BY	BUT
OK	LOOKING	LOOKING
OK	AT	AT
OK	THE	THE
OK	BRAIN	BRAIN
INS	****	THE
INS	****	FELLOW
SUB	DEVELOPMENTAL	MENTAL
OK	WHICH	WHICH
OK	IS	IS
DEL	THE	****
OK	AREA	AREA
OK	WHICH	WHICH
OK	I	I
OK	FOCUS	FOCUS
OK	MOSTLY	MOSTLY
OK	ON	ON
OK	WHICH	WHICH
OK	IS	IS
OK	TRYING	TRYING
OK	TO	TO
OK	LEARN	LEARN
OK	ABOUT	ABOUT
OK	HOW	HOW
OK	PEOPLE	PEOPLE
OK	DEVELOP	DEVELOP
OK	AND	AND
OK	GROW	GROW
OK	AND	AND
INS	****	WE'RE
SUB	LEARN	CAUGHT
SUB	COGNITIVE	THAT
OK	WHICH	WHICH
OK	IS	IS
OK	THE	THE
OK	ONE	ONE
SUB	TERM	TURN
OK	OF	OF
OK	THE	THE
DEL	FIVE	****
SUB	THAT	FIBRE
OK	MIGHT	MIGHT
OK	BE	BE
OK	UNFAMILIAR	UNFAMILIAR
OK	TO	TO
DEL	SOME	****
DEL	OF	****
DEL	YOU	****
SUB	BUT	THE
SUB	IT	THE
OK	REFERS	REFERS
OK	TO	TO
OK	A	A
DEL	SORT	****
SUB	OF	SWORD
SUB	COMPUTATIONAL	COMPLICATE
SUB	APPROACH	OR
SUB	TO	PROPS
SUB	STUDYING	SETTING
OK	THE	THE
SUB	MIND	MINE
OK	OFTEN	OFTEN
OK	VIEWING	VIEWING
OK	THE	THE
OK	MIND	MIND
OK	ON	ON
OK	ANALOGY	ANALOGY
SUB	WITH	OF
OK	A	A
OK	COMPUTER	COMPUTER
OK	AND	AND
OK	LOOKING	LOOKING
OK	AT	AT
OK	HOW	HOW
OK	PEOPLE	PEOPLE
OK	DO	DO
OK	THINGS	THINGS
OK	LIKE	LIKE
OK	UNDERSTAND	UNDERSTAND
OK	LANGUAGE	LANGUAGE
OK	RECOGNIZE	RECOGNIZE
OK	OBJECTS	OBJECTS
SUB	PLAY	PLAYING
OK	GAMES	GAMES
DEL	AND	****
DEL	SO	****
SUB	ON	SOMEONE
OK	THERE	THERE
OK	IS	IS
OK	SOCIAL	SOCIAL
OK	WHICH	WHICH
OK	IS	IS
DEL	THE	****
SUB	STUDY	THAT
SUB	OF	IT
SUB	HOW	OUT
SUB	PEOPLE	EVIL
OK	ACT	ACT
DEL	IN	****
DEL	GROUPS	****
SUB	HOW	AND
SUB	PEOPLE	GROUP'S
SUB	ACT	CAPITAL
SUB	WITH	THAT
OK	OTHER	OTHER
OK	PEOPLE	PEOPLE
OK	AND	AND
OK	THERE	THERE
OK	IS	IS
OK	CLINICAL	CLINICAL
DEL	WHICH	****
DEL	IS	****
OK	MAYBE	MAYBE
DEL	THE	****
SUB	ASPECT	THAT'S
SUB	OF	THE
OK	PSYCHOLOGY	PSYCHOLOGY
SUB	THAT	OF
OK	PEOPLE	PEOPLE
OK	THINK	THINK
OK	OF	OF
OK	IMMEDIATELY	IMMEDIATELY
DEL	WHEN	****
DEL	THEY	****
DEL	HEAR	****
SUB	PSYCHOLOGY	QUALITY
OK	WHICH	WHICH
OK	IS	IS
SUB	THE	A
OK	STUDY	STUDY
OK	OF	OF
OK	MENTAL	MENTAL
OK	HEALTH	HEALTH
OK	AND	AND
OK	MENTAL	MENTAL
OK	ILLNESS	ILLNESS
SUB	AND	IT
SUB	WE'LL	WILL
OK	BE	BE
OK	COVERING	COVERING
OK	ALL	ALL
OK	OF	OF
OK	THOSE	THOSE
OK	AREAS	AREAS
SUB	WE'LL	LOSS
SUB	ALSO	OF
SUB	BE	A
OK	COVERING	COVERING
SUB	A	OF
SUB	SET	SEVERAL
SUB	OF	A
SUB	RELATED	VERY
SUB	AREAS	S.
OK	I	I
OK	AM	AM
OK	CONVINCED	CONVINCED
OK	THAT	THAT
OK	YOU	YOU
OK	CANNOT	CANNOT
SUB	STUDY	STEADY
OK	THE	THE
SUB	MIND	MINE
SUB	SOLELY	SLOWLY
SUB	BY	BUT
OK	LOOKING	LOOKING
DEL	AT	****
DEL	THE	****
DEL	DISCIPLINE	****
SUB	OF	BACK
SUB	PSYCHOLOGY	AT
OK	THE	THE
OK	DISCIPLINE	DISCIPLINE
OK	OF	OF
OK	PSYCHOLOGY	PSYCHOLOGY
SUB	SPILLS	BILL
SUB	OVER	SULFUR
SUB	TO	THE
OK	ISSUES	ISSUES
OK	OF	OF
OK	HOW	HOW
OK	THE	THE
OK	MIND	MIND
OK	HAS	HAS
SUB	EVOLVED	A
SUB	ECONOMICS	VAULT
SUB	AND	BOB
SUB	GAME	ECONOMICS
SUB	THEORY	INDEED
SUB	ARE	THEORY
SUB	NOW	RENOWNED
SUB	ESSENTIAL	SINFUL
SUB	TOOLS	SCHOOLS
OK	FOR	FOR
OK	UNDERSTANDING	UNDERSTANDING
OK	HUMAN	HUMAN
DEL	THOUGHT	****
SUB	AND	GOT
SUB	HUMAN	GIVEN
OK	BEHAVIOR	BEHAVIOR
OK	THOSE	THOSE
OK	ISSUES	ISSUES
OK	CONNECTING	CONNECTING
INS	****	TO
INS	****	FLOCK
OK	TO	TO
INS	****	GET
SUB	PHILOSOPHY	A
SUB	COMPUTER	SIGN
SUB	SCIENCE	THAT
SUB	ANTHROPOLOGY	QUALITY
OK	LITERATURE	LITERATURE
OK	THEOLOGY	THEOLOGY
SUB	AND	IN
OK	MANY	MANY
OK	MANY	MANY
OK	OTHER	OTHER
SUB	DOMAINS	DONUTS
OK	SO	SO
OK	THIS	THIS
DEL	COURSE	****
SUB	WILL	COURT
SUB	BE	SWEEP
OK	WIDE	WIDE
OK	RANGING	RANGING
OK	IN	IN
DEL	THAT	****
SUB	SENSE	ACCENTS
OK	AT	AT
OK	THIS	THIS
OK	POINT	POINT
DEL	I'VE	****
SUB	BEEN	AT
OK	SPEAKING	SPEAKING
OK	IN	IN
INS	****	GENERAL
SUB	GENERALITIES	ROUTES
OK	SO	SO
OK	I	I
DEL	WANT	****
SUB	TO	WANNA
SUB	CLOSE	HOSTESS
SUB	THIS	INTRODUCTION
SUB	INTRODUCTORY	RATE
OK	CLASS	CLASS
OK	BY	BY
OK	GIVING	GIVING
OK	FIVE	FIVE
DEL	EXAMPLES	****
SUB	OF	EXACT
SUB	THE	OTHER
OK	SORTS	SORTS
OK	OF	OF
DEL	TOPICS	****
DEL	WE'LL	****
DEL	BE	****
SUB	COVERING	OPS
SUB	AND	RECOVER
SUB	I'LL	THE
SUB	START	MASTER
SUB	WITH	OF
OK	THE	THE
OK	TOPIC	TOPIC
DEL	THAT	****
SUB	WE'LL	THE
SUB	BE	WE'VE
SUB	COVERING	AGREED
OK	NEXT	NEXT
OK	WEEK	WEEK
OK	ON	ON
OK	MONDAY	MONDAY
DEL	Â€	****
OK	THE	THE
OK	BRAIN	BRAIN
INS	****	ROB
OK	THIS	THIS
OK	IS	IS
OK	A	A
SUB	BRAIN	GREAT
OK	IN	IN
OK	FACT	FACT
DEL	IT'S	****
SUB	A	THE
OK	SPECIFIC	SPECIFIC
DEL	PERSON'S	****
DEL	BRAIN	****
OK	AND	AND
OK	WHAT'S	WHAT'S
OK	INTERESTING	INTERESTING
OK	ABOUT	ABOUT
OK	THE	THE
OK	BRAIN	BRAIN
DEL	IS	****
DEL	THAT	****
SUB	LITTLE	SEVERAL
OK	WHITE	WHITE
DEL	MARK	****
SUB	THERE	MARKET
OK	IT'S	IT'S
OK	HER	HER
OK	BRAIN	BRAIN
SUB	IT'S	THEY
SUB	TERRI	REACH
SUB	SCHIAVO'S	RIVALS
OK	BRAIN	BRAIN
OK	YOU	YOU
OK	RECOGNIZE	RECOGNIZE
SUB	HER	OR
OK	MORE	MORE
DEL	FROM	****
DEL	PICTURES	****
DEL	LIKE	****
OK	THAT	THAT
DEL	AND	****
OK	WHAT	WHAT
OK	A	A
OK	CASE	CASE
OK	LIKE	LIKE
OK	THIS	THIS
SUB	WHERE	FOR
OK	SOMEBODY	SOMEBODY
INS	****	BOB
INS	****	IS
INS	****	IT
OK	IS	IS
OK	IN	IN
OK	A	A
SUB	COMA	HOME
OK	IS	IS
OK	WITHOUT	WITHOUT
OK	CONSCIOUSNESS	CONSCIOUSNESS
OK	AS	AS
OK	A	A
OK	RESULT	RESULT
OK	OF	OF
OK	DAMAGE	DAMAGE
DEL	TO	****
DEL	THE	****
SUB	BRAIN	OF
SUB	IS	RAIN
SUB	A	THE
SUB	STARK	STAR
OK	ILLUSTRATION	ILLUSTRATION
DEL	OF	****
OK	THE	THE
OK	PHYSICAL	PHYSICAL
DEL	NATURE	****
SUB	OF	MAJOR
OK	MENTAL	MENTAL
SUB	LIFE	LIKE
OK	THE	THE
OK	PHYSICAL	PHYSICAL
OK	BASIS	BASIS
OK	FOR	FOR
OK	EVERYTHING	EVERYTHING
OK	THAT	THAT
OK	WE	WE
OK	NORMALLY	NORMALLY
OK	HOLD	HOLD
OK	DEAR	DEAR
DEL	LIKE	****
SUB	FREE	THREE
SUB	WILL	WELL
OK	CONSCIOUSNESS	CONSCIOUSNESS
DEL	MORALITY	****
DEL	AND	****
DEL	EMOTIONS	****
DEL	AND	****
SUB	THAT'S	MORTALITY
SUB	WHAT	IN
SUB	WE'LL	A
SUB	BEGIN	MOTION
SUB	THE	THAT'LL
SUB	COURSE	BE
SUB	WITH	INTERCOURSE
OK	TALKING	TALKING
OK	ABOUT	ABOUT
DEL	HOW	****
DEL	A	****
OK	PHYSICAL	PHYSICAL
OK	THING	THING
SUB	CAN	AND
OK	GIVE	GIVE
OK	RISE	RISE
OK	TO	TO
OK	MENTAL	MENTAL
SUB	LIFE	WHAT
OK	WE'LL	WE'LL
OK	TALK	TALK
OK	A	A
OK	LOT	LOT
OK	ABOUT	ABOUT
OK	CHILDREN	CHILDREN
OK	THIS	THIS
OK	IS	IS
OK	ACTUALLY	ACTUALLY
OK	A	A
OK	SPECIFIC	SPECIFIC
OK	CHILD	CHILD
SUB	IT'S	SO
OK	MY	MY
OK	SON	SON
OK	ZACHARY	ZACHARY
SUB	MY	A
OK	YOUNGER	YOUNGER
OK	SON	SON
INS	****	BOB
INS	****	JUST
SUB	DRESSED	A
SUB	UP	SUPERB
OK	AS	AS
SUB	SPIDER-MAN	FIREMAN
OK	BUT	BUT
OK	IT	IT
OK	IS	IS
DEL	HALLOWEEN	****
SUB	NO	ONLY
SUB	IT'S	KNOWS
SUB	NOT	HOW
SUB	HALLOWEEN	WHEN
OK	OH	OH
DEL	WELL	****
DEL	THERE'S	****
SUB	MORE	OW
SUB	TO	MORRIS
SUB	SAY	A
SUB	ABOUT	LOOK
SUB	THAT	AT
SUB	LAUGHTER	OOH
SUB	I	THE
SUB	STUDY	TRIAL
SUB	CHILD	OF
SUB	DEVELOPMENT	ELEMENT
OK	FOR	FOR
DEL	A	****
OK	LIVING	LIVING
OK	AND	AND
OK	I'M	I'M
SUB	INTERESTED	INTERESTS
OK	IN	IN
OK	SEVERAL	SEVERAL
SUB	QUESTIONS	QUESTION
OK	SO	SO
OK	ONE	ONE
SUB	QUESTION	WHICH
OK	IS	IS
OK	JUST	JUST
SUB	THE	A
OK	QUESTION	QUESTION
OK	OF	OF
OK	DEVELOPMENT	DEVELOPMENT
OK	EVERYBODY	EVERYBODY
OK	IN	IN
OK	THIS	THIS
SUB	ROOM	ROOF
SUB	CAN	CAN'T
OK	SPEAK	SPEAK
OK	AND	AND
OK	UNDERSTAND	UNDERSTAND
OK	ENGLISH	ENGLISH
OK	EVERYBODY	EVERYBODY
OK	IN	IN
OK	THIS	THIS
OK	ROOM	ROOM
DEL	HAS	****
OK	SOME	SOME
OK	UNDERSTANDING	UNDERSTANDING
OK	OF	OF
OK	HOW	HOW
DEL	THE	****
OK	WORLD	WORLD
DEL	WORKS	****
DEL	HOW	****
SUB	PHYSICAL	WAR
SUB	THINGS	THE
SUB	BEHAVE	EIGHT
OK	EVERYBODY	EVERYBODY
DEL	IN	****
DEL	THIS	****
DEL	ROOM	****
DEL	HAS	****
SUB	SOME	NATIONALISTS
SUB	UNDERSTANDING	SUMMERS
SUB	OF	AND
OK	OTHER	OTHER
OK	PEOPLE	PEOPLE
SUB	AND	NOW
SUB	HOW	PEOPLE
SUB	PEOPLE	BE
SUB	BEHAVE	IT
OK	AND	AND
SUB	THE	A
OK	QUESTION	QUESTION
INS	****	THAT
OK	THAT	THAT
INS	****	PREOCCUPIED
SUB	PREOCCUPIES	DEVELOPMENT
SUB	DEVELOPMENTAL	OF
OK	PSYCHOLOGISTS	PSYCHOLOGISTS
OK	IS	IS
DEL	HOW	****
SUB	DO	HAVE
OK	WE	WE
OK	COME	COME
OK	TO	TO
DEL	HAVE	****
DEL	THIS	****
SUB	KNOWLEDGE	HAPPENS
OK	AND	AND
OK	IN	IN
OK	PARTICULAR	PARTICULAR
OK	HOW	HOW
OK	MUCH	MUCH
OK	OF	OF
OK	IT	IT
INS	****	ISN'T
INS	****	PART
INS	****	OF
INS	****	WHAT
SUB	IS	ARE
SUB	HARD-WIRED	BUILT
SUB	BUILT-IN	IN
SUB	INNATE	INMATE
OK	AND	AND
OK	HOW	HOW
OK	MUCH	MUCH
OK	OF	OF
OK	IT	IT
OK	IS	IS
SUB	THE	A
OK	PRODUCT	PRODUCT
INS	****	CALLED
INS	****	HER
OK	OF	OF
SUB	CULTURE	OF
OK	OF	OF
OK	LANGUAGE	LANGUAGE
OK	OF	OF
OK	SCHOOLING	SCHOOLING
OK	AND	AND
INS	****	OF
INS	****	ELEMENTS
SUB	DEVELOPMENTAL	THE
SUB	PSYCHOLOGISTS	COLLEGES
OK	USE	USE
OK	MANY	MANY
OK	INGENIOUS	INGENIOUS
OK	METHODS	METHODS
DEL	TO	****
DEL	TRY	****
SUB	TO	OF
SUB	PULL	CLEVER
SUB	THESE	BULLIES
SUB	APART	AND
OK	AND	AND
OK	TRY	TRY
OK	TO	TO
OK	FIGURE	FIGURE
OK	OUT	OUT
INS	****	WHAT
INS	****	WHEN
INS	****	ASKED
INS	****	WHAT
OK	WHAT	WHAT
OK	ARE	ARE
OK	THE	THE
OK	BASIC	BASIC
OK	COMPONENTS	COMPONENTS
DEL	OF	****
OK	HUMAN	HUMAN
OK	NATURE	NATURE
OK	THERE'S	THERE'S
OK	ALSO	ALSO
OK	THE	THE
OK	QUESTION	QUESTION
DEL	OF	****
OK	CONTINUITY	CONTINUITY
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
SUB	IS	THE
OK	ZACHARY	ZACHARY
OK	AT	AT
OK	THAT	THAT
OK	AGE	AGE
OK	GOING	GOING
OK	TO	TO
OK	BE	BE
OK	THAT	THAT
OK	WAY	WAY
OK	FOREVER	FOREVER
INS	****	THE
SUB	TO	WHITE
SUB	WHAT	STAND
SUB	EXTENT	THESE
SUB	IS	HUGE
SUB	YOUR	DATES
SUB	FATE	SEE
SUB	SEALED	YOU
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
SUB	COULD	WHAT
OK	IF	IF
OK	I	I
DEL	WERE	****
SUB	TO	WOULDN'T
SUB	MEET	SEE
OK	YOU	YOU
OK	WHEN	WHEN
OK	YOU	YOU
OK	WERE	WERE
OK	FIVE	FIVE
OK	YEARS	YEARS
SUB	OLD	ALL
OK	I	I
OK	COULD	COULD
OK	DESCRIBE	DESCRIBE
OK	THE	THE
OK	WAY	WAY
INS	****	HE
SUB	YOU	WORE
SUB	ARE	NAP
SUB	NOW	OH
OK	THE	THE
OK	POET	POET
OK	WILLIAM	WILLIAM
INS	****	WORDS
SUB	WORDSWORTH	WORTH
OK	WROTE	WROTE
OK	THE	THE
SUB	CHILD	TRIAL
SUB	IS	WAS
SUB	FATHER	FARTHER
OK	TO	TO
OK	THE	THE
OK	MAN	MAN
DEL	AND	****
OK	WHAT	WHAT
DEL	THIS	****
DEL	MEANS	****
OK	IS	IS
SUB	THAT	THE
SUB	YOU	HINGES
SUB	CAN	THE
SUB	SEE	LINDSAY
OK	WITHIN	WITHIN
OK	EVERY	EVERY
DEL	CHILD	****
SUB	THE	TRIAL
SUB	ADULT	AFTER
SUB	HE	SHE
SUB	OR	WILL
SUB	SHE	BE
SUB	WILL	CAUGHT
SUB	BECOME	BOB
OK	WE	WE
OK	WILL	WILL
OK	LOOK	LOOK
INS	****	INTO
INS	****	IT
OK	AND	AND
SUB	ASK	THEN
SUB	THE	AFTER
OK	QUESTION	QUESTION
OK	WHETHER	WHETHER
OK	THIS	THIS
OK	IS	IS
OK	TRUE	TRUE
OK	IS	IS
OK	IT	IT
OK	TRUE	TRUE
OK	FOR	FOR
OK	YOUR	YOUR
OK	PERSONALITY	PERSONALITY
OK	IS	IS
OK	IT	IT
OK	TRUE	TRUE
OK	FOR	FOR
OK	YOUR	YOUR
SUB	INTERESTS	INTEREST
OK	IS	IS
OK	IT	IT
OK	TRUE	TRUE
SUB	FOR	THREE
SUB	YOUR	OR
OK	INTELLIGENCE	INTELLIGENCE
OK	ANOTHER	ANOTHER
OK	QUESTION	QUESTION
OK	HAVING	HAVING
OK	TO	TO
OK	DO	DO
SUB	WITH	WHAT
SUB	DEVELOPMENT	ABOUT
SUB	IS	THIS
OK	WHAT	WHAT
OK	MAKES	MAKES
OK	US	US
OK	THE	THE
OK	WAY	WAY
OK	WE	WE
OK	ARE	ARE
OK	WE'RE	WE'RE
OK	DIFFERENT	DIFFERENT
OK	IN	IN
OK	A	A
OK	LOT	LOT
DEL	OF	****
SUB	WAYS	AWAITS
OK	THE	THE
OK	PEOPLE	PEOPLE
OK	IN	IN
OK	THIS	THIS
OK	ROOM	ROOM
SUB	DIFFER	DEFER
OK	ACCORDING	ACCORDING
OK	TO	TO
OK	THEIR	THEIR
SUB	TASTE	TASTES
SUB	IN	AND
SUB	FOOD	FOOL
SUB	THEY	THE
SUB	DIFFER	DEFER
OK	ACCORDING	ACCORDING
OK	TO	TO
SUB	THEIR	YOUR
SUB	IQS	ARGUES
OK	WHETHER	WHETHER
OK	THEY'RE	THEY'RE
OK	AGGRESSIVE	AGGRESSIVE
OK	OR	OR
SUB	SHY	SHAUN
OK	WHETHER	WHETHER
OK	THEY'RE	THEY'RE
OK	ATTRACTED	ATTRACTED
DEL	TO	****
OK	MALES	MALES
OK	FEMALES	FEMALES
SUB	BOTH	BALL
SUB	OR	FOR
OK	NEITHER	NEITHER
INS	****	WEATHER
OK	WHETHER	WHETHER
OK	THEY	THEY
DEL	ARE	****
SUB	GOOD	PUT
SUB	AT	HIS
SUB	MUSIC	ASS
SUB	WHETHER	WEATHER
SUB	THEY	THERE
OK	ARE	ARE
OK	POLITICALLY	POLITICALLY
OK	LIBERAL	LIBERAL
OK	OR	OR
OK	CONSERVATIVE	CONSERVATIVE
OK	WHY	WHY
OK	ARE	ARE
OK	WE	WE
OK	DIFFERENT	DIFFERENT
DEL	WHAT'S	****
SUB	THE	WHAT
SUB	EXPLANATION	ACTUALLY
SUB	FOR	SHOVE
OK	WHY	WHY
OK	WE'RE	WE'RE
OK	DIFFERENT	DIFFERENT
OK	AND	AND
OK	AGAIN	AGAIN
OK	THIS	THIS
OK	COULD	COULD
OK	BE	BE
OK	TRANSLATED	TRANSLATED
DEL	IN	****
OK	TERMS	TERMS
OK	OF	OF
OK	A	A
OK	QUESTION	QUESTION
OK	OF	OF
SUB	GENES	JEANS
OK	AND	AND
INS	****	A
SUB	ENVIRONMENT	FIREMAN
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
SUB	ARE	I
SUB	THINGS	THINK
OK	THE	THE
OK	RESULT	RESULT
OK	OF	OF
OK	THE	THE
DEL	GENES	****
SUB	WE	JEANS
SUB	POSSESS	BECAUSE
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
INS	****	OUR
INS	****	OP
SUB	ARE	IRAQ
OK	OUR	OUR
OK	INDIVIDUAL	INDIVIDUAL
DEL	NATURES	****
SUB	THE	MAJORS
OK	RESULT	RESULT
OK	OF	OF
OK	HOW	HOW
OK	WE	WE
OK	WERE	WERE
OK	RAISED	RAISED
OK	AND	AND
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
SUB	ARE	BY
SUB	THEY	THE
OK	BEST	BEST
OK	EXPLAINED	EXPLAINED
OK	IN	IN
OK	TERMS	TERMS
OK	OF	OF
SUB	AN	THE
OK	INTERACTION	INTERACTION
INS	****	BOB
OK	ONE	ONE
INS	****	HOME
SUB	COMMON	IN
OK	THEORY	THEORY
OK	FOR	FOR
OK	INSTANCE	INSTANCE
OK	IS	IS
OK	THAT	THAT
DEL	WE	****
DEL	ARE	****
SUB	SHAPED	WE'RE
SUB	BY	SHAPE
SUB	OUR	WHERE
OK	PARENTS	PARENTS
OK	THIS	THIS
OK	WAS	WAS
OK	BEST	BEST
INS	****	SUMMER
SUB	SUMMARIZED	RIGHT
OK	MOST	MOST
SUB	FAMOUSLY	FAMOUS
SUB	BY	WAIT
SUB	THE	WHERE
OK	BRITISH	BRITISH
OK	POET	POET
SUB	PHILIP	SO
SUB	LARKIN	BARGAIN
OK	WHO	WHO
OK	WROTE	WROTE
OK	THEY	THEY
SUB	MESS	THEY
SUB	YOU	NEPHEW
OK	UP	UP
INS	****	HI
OK	YOUR	YOUR
SUB	MUM	MOM
OK	AND	AND
OK	DAD	DAD
OK	THEY	THEY
OK	MAY	MAY
OK	NOT	NOT
OK	MEAN	MEAN
OK	TO	TO
OK	BUT	BUT
OK	THEY	THEY
OK	DO	DO
OK	THEY	THEY
OK	FILL	FILL
OK	YOU	YOU
OK	WITH	WITH
OK	THE	THE
DEL	FAULTS	****
SUB	THEY	FALSELY
SUB	HAD	THAT
OK	AND	AND
DEL	ADD	****
SUB	SOME	THAT'S
