OP | REF | HYP
OK | put | put
OK | in | in
OK | just | just
OK | a | a
OK | fixed | fixed
OK | amount | amount
DEL | of | ****
SUB | pollutant | polluted
OK | and | and
OK | then | then
OK | gradually | gradually
DEL | you | ****
OK | watch | watch
OK | it | it
INS | **** | guy
SUB | dilute | loot
OK | itself | itself
OK | as | as
OK | it | it
INS | **** | makes
INS | **** | into
OK | mixes | mixes
SUB | into | and
OK | a | a
OK | larger | larger
OK | and | and
OK | larger | larger
INS | **** | all
INS | **** | all
OK | part | part
OK | of | of
OK | the | the
OK | atmosphere | atmosphere
OK | so | so
INS | **** | that
INS | **** | was
INS | **** | that
OK | what | what
SUB | does | is
OK | that | that
OK | say | say
DEL | it | ****
SUB | goes | because
OK | as | as
OK | a | a
OK | square | square
OK | root | root
OK | of | of
OK | time | time
OK | that | that
OK | function | function
SUB | the | tall
SUB | square | discourage
SUB | root | function
SUB | function | a
OK | increases | increases
OK | rapidly | rapidly
SUB | at | it
OK | first | first
OK | and | and
OK | then | then
OK | more | more
OK | slowly | slowly
OK | later | later
OK | on | on
OK | and | and
OK | that | that
OK | is | is
OK | the | the
OK | nature | nature
OK | of | of
INS | **** | jordan
SUB | turbulent | does
SUB | dispersion | version
OK | rapidly | rapidly
SUB | at | it
OK | first | first
OK | and | and
OK | then | then
OK | more | more
OK | slowly | slowly
OK | later | later
DEL | in | ****
SUB | time | on
OK | and | and
OK | you | you
OK | may | may
OK | have | have
OK | had | had
OK | that | that
OK | experience | experience
INS | **** | if
INS | **** | you
INS | **** | vote
OK | if | if
OK | you | you
SUB | burn | barn
OK | something | something
OK | in | in
OK | the | the
OK | kitchen | kitchen
OK | and | and
OK | you're | you're
OK | right | right
OK | there | there
OK | you | you
OK | smell | smell
SUB | it | a
OK | very | very
OK | quickly | quickly
SUB | a | ah
OK | couple | couple
DEL | of | ****
OK | meters | meters
OK | away | away
OK | it | it
OK | takes | takes
INS | **** | so
OK | a | a
OK | lot | lot
OK | longer | longer
OK | to | to
OK | get | get
OK | there | there
OK | and | and
OK | even | even
OK | further | further
INS | **** | way
SUB | away | i.'s
OK | even | even
OK | longer | longer
OK | but | but
OK | not | not
SUB | linearly | mentally
OK | it | it
OK | actually | actually
OK | gets | gets
OK | slower | slower
OK | and | and
OK | slower | slower
OK | and | and
OK | slower | slower
INS | **** | than
OK | the | the
OK | advance | advance
INS | **** | of
INS | **** | that
OK | of | of
OK | that | that
SUB | burned | burns
OK | smell | smell
INS | **** | a
OK | moves | moves
OK | slower | slower
OK | and | and
OK | slower | slower
INS | **** | as
OK | as | as
OK | time | time
SUB | progresses | progressed
SUB | so | insult
OK | rapidly | rapidly
SUB | at | it
OK | first | first
OK | and | and
SUB | then | they're
OK | more | more
OK | slowly | slowly
OK | later | later
OK | on | on
SUB | describes | cried
SUB | how | foul
OK | things | things
INS | **** | burns
OK | disperse | disperse
OK | away | away
INS | **** | from
OK | from | from
OK | their | their
SUB | source | swords
OK | so | so
SUB | let's | leslie
OK | carry | carry
OK | out | out
OK | this | this
OK | example | example
DEL | then | ****
OK | let's | let's
OK | say | say
OK | the | the
INS | **** | disperse
SUB | dispersion | and
SUB | coefficient | prohibition
OK | on | on
OK | this | this
OK | day | day
OK | is | is
OK | a | a
SUB | 100 | hundred
OK | meters | meters
OK | squared | squared
OK | per | per
OK | second | second
OK | and | and
OK | that | that
OK | the | the
OK | time | time
OK | we're | we're
DEL | going | ****
SUB | to | gonna
SUB | wait | wake
OK | after | after
OK | the | the
INS | **** | polluted
SUB | pollutant | russell
OK | was | was
OK | suddenly | suddenly
OK | put | put
INS | **** | em
SUB | in | his
SUB | is | foot
SUB | 10 | ten
OK | minutes | minutes
INS | **** | all
SUB | well | that
SUB | that's | six
SUB | 600 | hundred
OK | seconds | seconds
OK | so | so
OK | the | the
OK | first | first
OK | thing | thing
DEL | is | ****
DEL | to | ****
SUB | compute | this
SUB | the | computer
OK | radius | radius
OK | of | of
OK | that | that
OK | hemisphere | hemisphere
INS | **** | of
SUB | that | the
OK | contains | contains
OK | the | the
INS | **** | potent
INS | **** | where
INS | **** | rudolph
SUB | pollutant | one
SUB | it's | hundred
SUB | the | times
SUB | square | six
SUB | root | hundred
SUB | of | annette
SUB | 100 | about
SUB | times | though
SUB | 600 | to
SUB | and | uttered
SUB | that's | in
SUB | about | forty
SUB | 245 | five
OK | meters | meters
OK | by | by
OK | the | the
OK | way | way
OK | check | check
OK | the | the
OK | units | units
OK | on | on
DEL | this | ****
SUB | is | the
SUB | this | says
SUB | going | is
SUB | to | gonna
OK | give | give
OK | you | you
OK | a | a
SUB | length | link
OK | how | how
OK | can | can
OK | that | that
OK | be | be
INS | **** | a
SUB | well | hum
SUB | if | well
SUB | i | final
SUB | multiply | apply
OK | this | this
SUB | times | kind
SUB | the | of
OK | time | time
OK | the | the
SUB | seconds | second
SUB | are | they're
OK | going | going
OK | to | to
OK | cancel | cancel
SUB | out | wild
OK | i'm | i'm
DEL | going | ****
SUB | to | gonna
OK | have | have
OK | meters | meters
OK | squared | squared
OK | inside | inside
OK | the | the
OK | square | square
OK | root | root
OK | taking | taking
OK | the | the
OK | square | square
OK | root | root
DEL | that | ****
DEL | gives | ****
SUB | me | actively
OK | units | units
OK | of | of
OK | meters | meters
OK | and | and
OK | that's | that's
OK | just | just
OK | what | what
OK | i | i
OK | need | need
OK | to | to
OK | be | be
OK | physically | physically
OK | consistent | consistent
OK | with | with
OK | this | this
OK | quantity | quantity
SUB | r | our
OK | which | which
OK | is | is
OK | the | the
OK | radius | radius
OK | of | of
OK | the | the
OK | hemisphere | hemisphere
OK | so | so
OK | these | these
OK | units | units
SUB | work | workout
SUB | out | nicely
SUB | nicely | ah
OK | so | so
OK | the | the
INS | **** | rate
SUB | radius | is
SUB | of | so
OK | that's | that's
INS | **** | gonna
SUB | going | ridge
SUB | to | ordered
SUB | be | forty
SUB | 245 | five
OK | meters | meters
OK | we | we
SUB | want | wanna
SUB | to | know
SUB | know | they
OK | the | the
OK | volume | volume
OK | or | or
OK | the | the
OK | mass | mass
OK | of | of
SUB | the | a
SUB | air | year
OK | into | into
OK | which | which
OK | the | the
INS | **** | polluted
INS | **** | has
SUB | pollutant | sold
OK | has | has
OK | spread | spread
OK | so | so
DEL | i've | ****
SUB | written | our
SUB | here | brittany
SUB | the | are
SUB | formula | performing
OK | for | for
OK | the | the
OK | air | air
OK | mass | mass
OK | it's | it's
OK | the | the
OK | density | density
OK | of | of
OK | the | the
OK | air | air
SUB | ρ | row
OK | times | times
OK | the | the
OK | volume | volume
OK | of | of
OK | half | half
OK | of | of
OK | a | a
OK | sphere | sphere
OK | you | you
OK | may | may
OK | recall | recall
OK | the | the
OK | formula | formula
OK | for | for
INS | **** | a
OK | the | the
OK | volume | volume
OK | of | of
INS | **** | the
SUB | a | spheres
SUB | sphere | for
SUB | is | thirds
SUB | 4/3πr^3^ | hierarchy
OK | well | well
OK | i've | i've
OK | taken | taken
OK | half | half
OK | of | of
OK | that | that
OK | because | because
OK | this | this
OK | is | is
OK | a | a
INS | **** | i
OK | hemisphere | hemisphere
SUB | it's | the
SUB | half | tap
OK | of | of
OK | a | a
OK | sphere | sphere
INS | **** | or
OK | so | so
OK | it's | it's
INS | **** | two
INS | **** | thirds
SUB | 2/3πr^3^ | pirate
SUB | and | cube
OK | i | i
OK | put | put
OK | the | the
OK | density | density
DEL | in | ****
SUB | front | of
SUB | so | fronts
SUB | i | like
SUB | get | that
OK | the | the
OK | mass | mass
OK | of | of
OK | the | the
OK | air | air
OK | and | and
INS | **** | is
INS | **** | three
INS | **** | point
INS | **** | seven
SUB | it's | times
SUB | 3 | ten
SUB | 7x10^7^ | some
SUB | kilograms | telegram
SUB | so | soap
OK | what | what
INS | **** | i
INS | **** | got
SUB | have | hive
SUB | i | next
SUB | done | can
OK | i'm | i'm
OK | going | going
OK | to | to
OK | use | use
OK | the | the
OK | same | same
DEL | source | ****
SUB | here | sorcerer
OK | i've | i've
OK | mixed | mixed
DEL | in | ****
DEL | 40x10^3^ | ****
DEL | kilograms | ****
DEL | of | ****
SUB | pollutant | them
SUB | into | out
SUB | 3 | four
SUB | 7x10^7^ | times
SUB | kilograms | that
OK | of | of
SUB | air | the
SUB | so | third
SUB | the | killer
SUB | concentration | grams
SUB | is | of
SUB | given | fluid
SUB | by | moods
SUB | that | into
SUB | ratio | three
SUB | and | point
SUB | it's | seven
SUB | 1 | times
SUB | 1x10^-3^ | tended
SUB | again | the
SUB | you | seventh
SUB | could | so
SUB | cancel | a
SUB | that | grandfather
SUB | out | so
SUB | or | the
SUB | you | concentration
SUB | could | is
SUB | say | given
SUB | kilograms | by
SUB | per | that
SUB | kilogram | racial
SUB | kilogram | and
SUB | of | at
SUB | pollutant | one
SUB | per | point
SUB | kilogram | one
SUB | of | plunged
SUB | air | to
SUB | question | minus
SUB | yes | three
SUB | student | ah
SUB | so | again
OK | you | you
INS | **** | could
SUB | don't | counsel
SUB | know | let
SUB | the | out
SUB | radius | or
SUB | of | you
SUB | the | could
SUB | hemisphere | say
SUB | unless | programs
SUB | you | for
SUB | know | children
SUB | the | telegram
SUB | dispersion | of
SUB | coefficient | fluid
SUB | and | much
SUB | the | for
SUB | time | telegram
SUB | which | healthcare
SUB | professor | question
SUB | ron | us
SUB | smith | i'm
OK | that's | that's
OK | correct | correct
SUB | it's | that's
OK | right | right
OK | so | so
INS | **** | in
INS | **** | hung
SUB | unlike | like
SUB | the | a
OK | valley | valley
OK | case | case
SUB | where | for
OK | we | we
OK | kind | kind
OK | of | of
SUB | knew | new
OK | from | from
INS | **** | a
SUB | the | a
SUB | initial | national
OK | dimensions | dimensions
OK | of | of
OK | the | the
OK | system | system
OK | how | how
OK | big | big
INS | **** | the
SUB | or | ha
SUB | how | ha
OK | much | much
INS | **** | loot
OK | the | the
SUB | dilution | delusion
OK | will | will
OK | be | be
OK | here | here
OK | we | we
OK | have | have
OK | to | to
SUB | estimate | love
SUB | it | automated
OK | based | based
OK | on | on
OK | the | the
SUB | dispersion | disperse
SUB | coefficient | into
SUB | and | a
SUB | the | persian
OK | time | time
SUB | that's | to
SUB | left | laugh
SUB | obviously | honestly
OK | for | for
OK | longer | longer
OK | times | times
DEL | that's | ****
SUB | going | s.
SUB | to | can
OK | continue | continue
OK | to | to
OK | grow | grow
OK | and | and
OK | this | this
DEL | concentration | ****
DEL | is | ****
DEL | going | ****
SUB | to | concentrated
SUB | get | in
SUB | less | the
SUB | and | blessed
OK | less | less
DEL | and | ****
SUB | less | watts
OK | we | we
OK | haven't | haven't
INS | **** | remove
SUB | removed | any
OK | any | any
INS | **** | yo
SUB | pollutant | polluted
OK | but | but
SUB | we've | we
OK | diluted | diluted
OK | it | it
OK | into | into
OK | a | a
OK | larger | larger
OK | and | and
OK | larger | larger
OK | amount | amount
OK | of | of
OK | air | air
OK | yes | yes
DEL | student | ****
DEL | and | ****
DEL | so | ****
DEL | the | ****
DEL | air | ****
DEL | density | ****
DEL | is | ****
DEL | not | ****
DEL | affected | ****
DEL | by | ****
DEL | the | ****
DEL | pollutant | ****
DEL | professor | ****
SUB | ron | i
SUB | smith | no
SUB | no | hawk
OK | i'm | i'm
OK | assuming | assuming
OK | that | that
OK | this | this
OK | is | is
OK | a | a
SUB | small | a
SUB | amount | small
SUB | of | mater
SUB | pollutant | polluted
OK | relative | relative
OK | to | to
OK | the | the
DEL | air | ****
SUB | and | year
OK | so | so
SUB | no | note
SUB | it | that
OK | doesn't | doesn't
OK | change | change
OK | the | the
DEL | air | ****
SUB | density | urgency
OK | it | it
OK | just | just
INS | **** | mixes
INS | **** | him
OK | mixes | mixes
SUB | in | and
OK | with | with
OK | the | the
OK | air | air
DEL | yeah | ****
OK | was | was
DEL | there | ****
OK | another | another
OK | question | question
OK | yes | yes
DEL | student | ****
DEL | so | ****
DEL | this | ****
DEL | only | ****
DEL | tells | ****
DEL | you | ****
DEL | overall | ****
DEL | concentration | ****
DEL | rather | ****
DEL | than | ****
DEL | concentration | ****
DEL | within | ****
DEL | the | ****
DEL | different | ****
DEL | smaller | ****
DEL | hemispheres | ****
DEL | it | ****
DEL | could | ****
DEL | go | ****
DEL | to | ****
DEL | professor | ****
DEL | ron | ****
SUB | smith | ah
SUB | yeah | and
OK | so | so
DEL | that's | ****
SUB | a | lesser
SUB | very | good
SUB | good | question
OK | question | question
SUB | the | is
OK | question | question
OK | is | is
INS | **** | in
SUB | this | the
SUB | only | solid
OK | tells | tells
OK | you | you
INS | **** | calm
OK | what's | what's
OK | going | going
OK | on | on
OK | generally | generally
OK | within | within
SUB | that | mats
SUB | sphere | fear
OK | it | it
OK | doesn't | doesn't
OK | give | give
OK | you | you
OK | details | details
OK | of | of
OK | what's | what's
OK | inside | inside
OK | the | the
OK | sphere | sphere
DEL | and | ****
SUB | of | intercourse
SUB | course | the
SUB | the | mob
SUB | model | alive
OK | that | that
OK | i've | i've
OK | described | described
SUB | here | or
OK | is | is
OK | not | not
OK | precisely | precisely
OK | true | true
OK | if | if
OK | i | i
OK | were | were
OK | to | to
OK | plot | plot
INS | **** | mom
OK | concentration | concentration
SUB | across | cross
OK | this | this
SUB | distance | business
OK | it | it
OK | would | would
OK | be | be
OK | very | very
OK | small | small
DEL | outside | ****
SUB | it | outsider
OK | would | would
OK | begin | begin
OK | to | to
OK | rise | rise
OK | smoothly | smoothly
OK | probably | probably
DEL | would | ****
DEL | be | ****
SUB | at | a
OK | maximum | maximum
OK | somewhere | somewhere
OK | in | in
OK | the | the
OK | middle | middle
OK | and | and
OK | then | then
OK | decrease | decrease
OK | again | again
OK | whereas | whereas
OK | what | what
OK | i've | i've
OK | indicated | indicated
OK | to | to
OK | you | you
OK | which | which
OK | is | is
OK | a | a
OK | little | little
OK | bit | bit
OK | off | off
OK | is | is
SUB | if | that
OK | there | there
OK | would | would
OK | be | be
OK | zero | zero
OK | outside | outside
SUB | and | in
OK | uniform | uniform
OK | concentration | concentration
OK | inside | inside
OK | and | and
OK | then | then
OK | zero | zero
OK | again | again
OK | outside | outside
OK | and | and
INS | **** | i
INS | **** | saw
INS | **** | a
INS | **** | zach
INS | **** | the
SUB | that's | troops
SUB | not | ric
SUB | exactly | you're
SUB | true | in
SUB | so | europe
OK | your | your
OK | vision | vision
OK | of | of
SUB | it | that
OK | is | is
OK | actually | actually
OK | more | more
OK | accurate | accurate
OK | than | than
SUB | mine | mon
SUB | it'd | you'd
OK | be | be
OK | more | more
OK | of | of
OK | a | a
OK | continuous | continuous
OK | distribution | distribution
OK | large | large
OK | closer | closer
DEL | to | ****
OK | the | the
OK | source | source
OK | smaller | smaller
OK | further | further
SUB | away | way
OK | but | but
OK | this | this
OK | is | is
INS | **** | a
INS | **** | on
INS | **** | easy
SUB | an | to
SUB | easy-to-compute | computer
SUB | estimate | estimates
OK | of | of
SUB | what | all
OK | those | those
SUB | concentrations | concentration
SUB | would | of
SUB | be | d.
OK | you | you
OK | would | would
OK | not | not
OK | have | have
OK | a | a
OK | sharp | sharp
OK | boundary | boundary
OK | here | here
OK | with | with
INS | **** | of
OK | this | this
OK | concentration | concentration
OK | inside | inside
OK | and | and
OK | zero | zero
SUB | outside | also
OK | it | it
SUB | wouldn't | would
OK | be | be
OK | like | like
OK | that | that
SUB | there'd | could
OK | be | be
DEL | more | ****
DEL | of | ****
SUB | a | moreover
OK | gradual | gradual
OK | transition | transition
DEL | so | ****
SUB | this | to
SUB | is | the
SUB | kind | system
OK | of | of
SUB | an | a
SUB | approximation | proclamation
OK | to | to
OK | the | the
OK | real | real
OK | condition | condition
DEL | that's | ****
DEL | an | ****
SUB | excellent | cynical
OK | question | question
DEL | other | ****
DEL | questions | ****
DEL | on | ****
SUB | this | gentleness
OK | so | so
OK | there | there
OK | would | would
OK | be | be
INS | **** | armed
INS | **** | thirty
SUB | our | or
OK | concentration | concentration
OK | after | after
OK | time | time
INS | **** | six
SUB | 600 | hundred
SUB | seconds | second
OK | you | you
OK | could | could
INS | **** | we
INS | **** | do
SUB | redo | they
SUB | the | got
SUB | computation | petition
OK | for | for
OK | a | a
OK | later | later
OK | time | time
OK | and | and
SUB | you'd | you
OK | get | get
OK | a | a
OK | larger | larger
OK | value | value
OK | in | in
INS | **** | that
OK | the | the
INS | **** | nominate
SUB | denominator | her
OK | and | and
OK | therefore | therefore
DEL | a | ****
OK | smaller | smaller
OK | value | value
DEL | of | ****
OK | concentration | concentration
OK | that's | that's
OK | the | the
OK | way | way
SUB | dilution | delusion
OK | works | works
OK | anything | anything
OK | else | else
OK | on | on
OK | this | this
OK | ok | ok
DEL | chapter | ****
DEL | 3 | ****
DEL | mixing | ****
DEL | in | ****
DEL | the | ****
DEL | atmosphere | ****
DEL | unconfined | ****
DEL | mixing | ****
DEL | with | ****
DEL | wind | ****
DEL | now | ****
DEL | we're | ****
DEL | going | ****
SUB | to | our
SUB | add | yet
OK | another | another
OK | element | element
OK | of | of
OK | complexity | complexity
INS | **** | or
INS | **** | organ
INS | **** | added
SUB | here | the
SUB | for | fer
OK | case | case
OK | three | three
OK | we're | we're
OK | going | going
DEL | to | ****
SUB | add | ahead
SUB | a | papa
OK | wind | wind
OK | so | so
SUB | there's | those
SUB | a | of
OK | wind | wind
OK | blowing | blowing
OK | in | in
SUB | this | the
OK | system | system
OK | so | so
OK | it's | it's
INS | **** | contents
SUB | unconfined | signed
OK | no | no
OK | valley | valley
OK | walls | walls
OK | but | but
OK | now | now
OK | there's | there's
OK | a | a
OK | wind | wind
OK | blowing | blowing
OK | so | so
SUB | i've | i
SUB | drawn | got
SUB | some | to
SUB | little | moore
OK | cartoons | cartoons
OK | here | here
SUB | there | ah
SUB | is | there's
SUB | the | a
OK | source | source
OK | maybe | maybe
DEL | it | ****
SUB | s | it's
OK | a | a
OK | what | what
SUB | i'm | i
SUB | envisioning | meant
SUB | here | beijing
SUB | is | years
OK | not | not
OK | just | just
OK | an | an
SUB | instantaneous | instant
SUB | release | genius
SUB | of | really
SUB | pollutant | supplement
OK | like | like
OK | i | i
OK | was | was
OK | in | in
OK | case | case
OK | one | one
DEL | and | ****
OK | case | case
SUB | two | too
OK | but | but
OK | here | here
OK | i'm | i'm
INS | **** | in
SUB | envisioning | beijing
OK | a | a
OK | steady | steady
OK | state | state
OK | source | source
OK | of | of
SUB | pollution | pain
OK | like | like
OK | a | a
OK | power | power
OK | plant | plant
SUB | that's | of
OK | putting | putting
OK | out | out
OK | a | a
OK | certain | certain
OK | amount | amount
OK | of | of
OK | smoke | smoke
OK | from | from
OK | the | the
OK | stack | stack
OK | per | per
OK | unit | unit
OK | time | time
OK | continuously | continuously
OK | if | if
OK | i | i
OK | had | had
OK | a | a
OK | side | side
OK | view | view
OK | of | of
OK | that | that
SUB | and | in
OK | the | the
OK | wind | wind
SUB | was | is
OK | blowing | blowing
OK | from | from
OK | left | left
OK | to | to
OK | right | right
OK | i | i
OK | would | would
OK | find | find
OK | that | that
SUB | pollutant | polluted
OK | would | would
OK | be | be
OK | confined | confined
OK | in | in
OK | a | a
OK | kind | kind
OK | of | of
INS | **** | what
OK | we | we
OK | call | call
SUB | this | the
SUB | a | sew
SUB | plume | up
SUB | a | loom
SUB | plume | chemo
SUB | of | polluted
SUB | pollutant | moving
SUB | moving | down
SUB | downstream | strain
OK | getting | getting
OK | deeper | deeper
OK | the | the
OK | further | further
DEL | it | ****
OK | goes | goes
OK | downstream | downstream
SUB | due | drew
SUB | to | the
SUB | the | target
SUB | turbulent | of
SUB | mixing | mexico
SUB | if | the
SUB | i | fiat
SUB | had | atop
OK | a | a
SUB | top-view | ou
OK | of | of
OK | that | that
OK | same | same
OK | situation | situation
OK | here's | here's
OK | the | the
INS | **** | top
SUB | top-view | two
OK | there's | there's
SUB | the | a
OK | power | power
OK | plant | plant
OK | there's | there's
SUB | the | a
OK | source | source
SUB | the | and
SUB | wind | when
SUB | is | the
SUB | from | shun
OK | left | left
SUB | to | or
OK | right | right
OK | now | now
OK | we | we
OK | see | see
OK | that | that
SUB | plume | plumb
OK | is | is
OK | spreading | spreading
OK | in | in
OK | the | the
OK | horizontal | horizontal
OK | dimensions | dimensions
OK | as | as
OK | well | well
OK | again | again
OK | by | by
SUB | turbulent | target
SUB | mixing | nixon
SUB | and | hinges
SUB | dispersion | persian
OK | and | and
OK | if | if
OK | i | i
OK | was | was
OK | to | to
OK | slice | slice
OK | this | this
OK | here | here
OK | or | or
OK | here | here
OK | and | and
OK | look | look
OK | at | at
OK | it | it
OK | along | along
OK | the | the
OK | direction | direction
OK | of | of
OK | the | the
INS | **** | when
SUB | wind | i
SUB | at | had
OK | any | any
INS | **** | the
SUB | particular | cupboard
SUB | distance | justin's
OK | downstream | downstream
SUB | x | x.
OK | it | it
OK | would | would
INS | **** | dom
OK | look | look
OK | like | like
INS | **** | a
OK | half | half
OK | a | a
OK | circle | circle
OK | and | and
OK | the | the
OK | radius | radius
OK | of | of
OK | that | that
SUB | circle | circa
OK | will | will
OK | be | be
OK | larger | larger
OK | the | the
OK | further | further
INS | **** | down
SUB | downwind | when
OK | that | that
OK | i | i
OK | go | go
OK | because | because
INS | **** | this
SUB | dispersion | person
OK | is | is
SUB | enlarging | and
SUB | that | largely
SUB | plume | map
SUB | the | loom
OK | further | further
OK | we | we
OK | get | get
OK | from | from
DEL | the | ****
SUB | source | sorts
OK | so | so
OK | how | how
DEL | are | ****
DEL | we | ****
SUB | going | would
SUB | to | i
OK | work | work
OK | this | this
OK | one | one
OK | out | out
OK | again | again
DEL | it's | ****
DEL | just | ****
OK | a | a
SUB | matter | system
SUB | of | matters
OK | computing | computing
INS | **** | aw
SUB | dilution | delusion
OK | but | but
OK | now | now
OK | this | this
OK | is | is
INS | **** | us
SUB | a | many
SUB | steady-state | states
OK | pollution | pollution
OK | and | and
OK | we're | we're
DEL | going | ****
SUB | to | gonna
OK | have | have
OK | to | to
OK | take | take
OK | into | into
OK | account | account
DEL | the | ****
DEL | effect | ****
SUB | of | effective
SUB | wind | whim
OK | moving | moving
OK | that | that
OK | material | material
INS | **** | don
INS | **** | when
SUB | downwind | soaked
SUB | so | uh
SUB | i | one
SUB | wanted | of
SUB | to | the
OK | define | define
OK | a | a
SUB | transit | trance
SUB | time | account
OK | the | the
OK | time | time
OK | it | it
OK | takes | takes
DEL | the | ****
SUB | air | pierre
OK | to | to
OK | go | go
OK | from | from
SUB | the | rio
SUB | pollutant | polluted
OK | source | source
OK | to | to
OK | whatever | whatever
SUB | x | ex
OK | location | location
SUB | we're | were
OK | interested | interested
OK | in | in
OK | maybe | maybe
OK | your | your
DEL | house | ****
SUB | is | houses
OK | five | five
OK | kilometers | kilometers
INS | **** | down
SUB | downwind | wind
OK | of | of
SUB | the | a
OK | power | power
OK | plant | plant
DEL | well | ****
SUB | then | walden
SUB | x | this
OK | is | is
DEL | going | ****
SUB | to | gonna
OK | be | be
OK | five | five
OK | kilometers | kilometers
OK | and | and
OK | the | the
OK | time | time
OK | it | it
OK | takes | takes
OK | the | the
OK | air | air
OK | to | to
OK | get | get
SUB | from | them
SUB | the | up
SUB | power | our
SUB | plant | plan
OK | to | to
OK | your | your
SUB | house | oz
OK | is | is
DEL | going | ****
SUB | to | gonna
OK | be | be
SUB | x | ex
OK | divided | divided
OK | by | by
OK | the | the
OK | wind | wind
OK | speed | speed
DEL | wind | ****
SUB | speed | when
SUB | is | speeches
OK | capital | capital
SUB | u | you
OK | in | in
OK | this | this
OK | case | case
OK | notice | notice
DEL | that'll | ****
SUB | have | about
OK | the | the
OK | right | right
INS | **** | in
SUB | units | it's
OK | distance | distance
OK | over | over
OK | a | a
OK | distance | distance
SUB | per | for
OK | time | time
DEL | that's | ****
DEL | going | ****
SUB | to | gonna
OK | work | work
OK | out | out
DEL | to | ****
SUB | have | the
OK | units | units
OK | of | of
OK | time | time
INS | **** | on
OK | the | the
OK | radius | radius
SUB | of | call
OK | this | this
SUB | plume | plum
OK | is | is
OK | given | given
OK | by | by
OK | the | the
OK | same | same
INS | **** | form
SUB | formula | that
OK | we | we
OK | had | had
OK | earlier | earlier
OK | except | except
INS | **** | on
OK | now | now
OK | it's | it's
OK | this | this
OK | transit | transit
OK | time | time
OK | we | we
OK | put | put
OK | in | in
OK | to | to
OK | that | that
INS | **** | for
SUB | formula | me
OK | it's | it's
OK | a | a
SUB | steady-state | steady
SUB | situation | state
SUB | so | situations
SUB | it's | those
OK | not | not
OK | changing | changing
OK | in | in
OK | time | time
OK | but | but
OK | yet | yet
OK | there | there
OK | is | is
OK | this | this
OK | transit | transit
OK | time | time
SUB | that | the
OK | plays | plays
OK | the | the
OK | role | role
OK | of | of
OK | time | time
OK | in | in
OK | the | the
OK | original | original
OK | problem | problem
OK | so | so
OK | i'll | i'll
OK | put | put
SUB | in | an
SUB | x | x.
OK | over | over
SUB | t | tea
OK | into | into
SUB | this | the
SUB | formula | format
SUB | and | can
OK | i | i
OK | get | get
INS | **** | a
INS | **** | acts
INS | **** | over
INS | **** | you
INS | **** | where
INS | **** | roots
OK | for | for
OK | this | this
OK | quantity | quantity
SUB | r | are
OK | that | that
OK | you | you
OK | see | see
OK | in | in
OK | each | each
OK | of | of
OK | these | these
OK | three | three
SUB | diagrams | guidelines
OK | question | question
DEL | yes | ****
DEL | student | ****
DEL | what | ****
OK | is | is
DEL | u | ****
DEL | professor | ****
SUB | ron | you
SUB | smith | as
SUB | u | a
SUB | is | wednesday
OK | the | the
DEL | wind | ****
SUB | speed | typically
SUB | typically | of
SUB | in | the
OK | meters | meters
OK | per | per
OK | second | second
INS | **** | ah
OK | now | now
SUB | by | bottle
SUB | the | either
SUB | way | cross
SUB | the | section
SUB | cross-sectional | one
OK | area | area
OK | of | of
OK | this | this
DEL | plume | ****
DEL | if | ****
DEL | i | ****
SUB | were | plum
SUB | to | ford's
SUB | slice | slides
OK | across | across
OK | like | like
OK | this | this
OK | it | it
OK | is | is
OK | half | half
SUB | a | full
OK | circle | circle
OK | and | and
OK | you | you
OK | know | know
OK | the | the
SUB | area | air
SUB | of | in
OK | the | the
OK | circle | circle
OK | is | is
INS | **** | pirates
SUB | πr^2^ | word
OK | and | and
OK | so | so
SUB | the | buildup
SUB | plume | on
SUB | cross-sectional | cross
SUB | area | circular
OK | is | is
INS | **** | player
INS | **** | squared
INS | **** | divided
INS | **** | by
INS | **** | two
SUB | πr^2^/2 | visits
SUB | because | half
SUB | it's | with
OK | half | half
OK | a | a
OK | circle | circle
OK | now | now
OK | here | here
OK | comes | comes
OK | probably | probably
OK | the | the
INS | **** | trick
SUB | trickiest | is
OK | part | part
OK | of | of
OK | the | the
INS | **** | of
SUB | derivation | the
SUB | i'm | duration
SUB | going | and
SUB | to | there
SUB | assume | is
SUB | that | someone
OK | i | i
OK | know | know
OK | the | the
OK | source | source
OK | strength | strength
DEL | and | ****
SUB | that's | hand
SUB | how | up
SUB | much | that's
SUB | pollutant | hamas
SUB | is | blues
OK | being | being
OK | added | added
OK | to | to
OK | the | the
SUB | air | they're
OK | per | per
OK | unit | unit
OK | time | time
OK | by | by
OK | the | the
OK | power | power
OK | plant | plant
OK | that | that
OK | might | might
OK | have | have
SUB | units | unit
OK | for | for
OK | example | example
OK | of | of
INS | **** | fella
SUB | kilograms | grams
OK | per | per
OK | second | second
INS | **** | killer
INS | **** | grams
INS | **** | per
SUB | kilograms | smoke
SUB | of | will
OK | smoke | smoke
SUB | let's | would
OK | say | say
OK | being | being
OK | added | added
OK | to | to
OK | the | the
OK | atmosphere | atmosphere
INS | **** | on
OK | every | every
OK | second | second
OK | well | well
DEL | in | ****
SUB | a | as
OK | steady | steady
OK | state | state
OK | the | the
OK | amount | amount
OK | of | of
SUB | pollutant | poland
OK | being | being
OK | added | added
SUB | at | that
OK | the | the
OK | source | source
OK | must | must
OK | be | be
OK | the | the
